Entity;Week;Day;Flights;Flights (7-day moving average);Day 2019;Flights 2019 (Reference);% vs 2019 (Daily);% vs 2019 (7-day Moving Average);Day Previous Year;Flights Previous Year
Volotea;2;2022-01-14;68;88;2019-01-18;88;-22,73%;59,59%;2021-01-15;13
Volotea;2;2022-01-15;48;73,6;2019-01-19;50;-4,00%;32,73%;2021-01-16;13
Volotea;2;2022-01-16;64;61,3;2019-01-20;83;-22,89%;10,85%;2021-01-17;15
Volotea;3;2022-01-17;53;52,3;2019-01-21;69;-23,19%;-5,67%;2021-01-18;0
Volotea;3;2022-01-18;38;52,3;2019-01-22;38;0,00%;-7,58%;2021-01-19;2
Volotea;3;2022-01-19;41;52,4;2019-01-23;23;78,26%;-8,02%;2021-01-20;2
Volotea;3;2022-01-20;50;51,7;2019-01-24;47;6,38%;-9,05%;2021-01-21;4
Volotea;3;2022-01-21;65;51,3;2019-01-25;93;-30,11%;-10,92%;2021-01-22;6
Volotea;3;2022-01-22;49;51,4;2019-01-26;49;0,00%;-10,45%;2021-01-23;13
Volotea;3;2022-01-23;65;51,6;2019-01-27;82;-20,73%;-9,98%;2021-01-24;8
Volotea;4;2022-01-24;52;51,4;2019-01-28;66;-21,21%;-9,55%;2021-01-25;0
Volotea;4;2022-01-25;40;51,7;2019-01-29;31;29,03%;-7,42%;2021-01-26;2
Volotea;4;2022-01-26;38;51,3;2019-01-30;16;137,50%;-6,51%;2021-01-27;3
Volotea;4;2022-01-27;49;51,1;2019-01-31;45;8,89%;-6,28%;2021-01-28;2
Vueling;39;2021-10-01;488;468,7;2019-10-04;699;-30,19%;-31,47%;2020-10-02;275
Vueling;39;2021-10-02;371;453,1;2019-10-05;641;-42,12%;-33,38%;2020-10-03;187
Vueling;39;2021-10-03;487;444,6;2019-10-06;691;-29,52%;-34,29%;2020-10-04;266
Vueling;40;2021-10-04;459;435,4;2019-10-07;690;-33,48%;-35,31%;2020-10-05;246
Vueling;40;2021-10-05;321;425;2019-10-08;627;-48,80%;-36,27%;2020-10-06;156
Vueling;40;2021-10-06;344;416,9;2019-10-09;626;-45,05%;-37,31%;2020-10-07;171
Vueling;40;2021-10-07;414;412;2019-10-10;657;-36,99%;-37,72%;2020-10-08;200
Vueling;40;2021-10-08;493;412,7;2019-10-11;700;-29,57%;-37,63%;2020-10-09;282
Vueling;40;2021-10-09;439;422,4;2019-10-12;623;-29,53%;-35,91%;2020-10-10;198
Vueling;40;2021-10-10;489;422,7;2019-10-13;688;-28,92%;-35,83%;2020-10-11;271
Vueling;41;2021-10-11;474;424,9;2019-10-14;573;-17,28%;-33,82%;2020-10-12;266
Vueling;41;2021-10-12;429;440,3;2019-10-15;558;-23,12%;-30,35%;2020-10-13;163
Vueling;41;2021-10-13;402;448,6;2019-10-16;577;-30,33%;-28,24%;2020-10-14;180
Vueling;41;2021-10-14;393;445,6;2019-10-17;646;-39,16%;-28,55%;2020-10-15;186
Vueling;41;2021-10-15;474;442,9;2019-10-18;662;-28,40%;-28,36%;2020-10-16;282
Vueling;41;2021-10-16;382;434,7;2019-10-19;629;-39,27%;-29,77%;2020-10-17;177
Vueling;41;2021-10-17;480;433,4;2019-10-20;684;-29,82%;-29,91%;2020-10-18;278
Vueling;42;2021-10-18;447;429,6;2019-10-21;670;-33,28%;-32,06%;2020-10-19;236
Vueling;42;2021-10-19;300;411,1;2019-10-22;527;-43,07%;-34,52%;2020-10-20;133
Vueling;42;2021-10-20;336;401,7;2019-10-23;599;-43,91%;-36,34%;2020-10-21;144
Vueling;42;2021-10-21;376;399,3;2019-10-24;643;-41,52%;-36,68%;2020-10-22;168
Vueling;42;2021-10-22;468;398,4;2019-10-25;680;-31,18%;-37,07%;2020-10-23;278
Vueling;42;2021-10-23;387;399,1;2019-10-26;616;-37,18%;-36,77%;2020-10-24;178
Vueling;42;2021-10-24;492;400,9;2019-10-27;601;-18,14%;-35,29%;2020-10-25;268
Vueling;43;2021-10-25;432;398,7;2019-10-28;566;-23,67%;-34,05%;2020-10-26;232
Vueling;43;2021-10-26;308;399,9;2019-10-29;418;-26,32%;-32,11%;2020-10-27;106
Vueling;43;2021-10-27;326;398,4;2019-10-30;440;-25,91%;-29,64%;2020-10-28;110
Vueling;43;2021-10-28;395;401,1;2019-10-31;525;-24,76%;-26,99%;2020-10-29;154
Vueling;43;2021-10-29;485;403,6;2019-11-01;624;-22,28%;-25,46%;2020-10-30;235
Vueling;43;2021-10-30;415;407,6;2019-11-02;454;-8,59%;-21,36%;2020-10-31;165
Vueling;43;2021-10-31;455;402,3;2019-11-03;612;-25,65%;-22,62%;2020-11-01;178
Vueling;44;2021-11-01;429;401,9;2019-11-04;570;-24,74%;-22,78%;2020-11-02;157
Vueling;44;2021-11-02;334;405,6;2019-11-05;421;-20,67%;-22,13%;2020-11-03;72
Vueling;44;2021-11-03;295;401,1;2019-11-06;433;-31,87%;-22,84%;2020-11-04;52
Vueling;44;2021-11-04;363;396,6;2019-11-07;496;-26,81%;-23,10%;2020-11-05;71
Vueling;44;2021-11-05;426;388,1;2019-11-08;584;-27,05%;-23,89%;2020-11-06;108
Vueling;44;2021-11-06;337;377;2019-11-09;446;-24,44%;-25,91%;2020-11-07;74
Vueling;44;2021-11-07;426;372,9;2019-11-10;562;-24,20%;-25,68%;2020-11-08;110
Vueling;45;2021-11-08;400;368,7;2019-11-11;549;-27,14%;-26,07%;2020-11-09;99
Vueling;45;2021-11-09;272;359,9;2019-11-12;408;-33,33%;-27,57%;2020-11-10;48
Vueling;45;2021-11-10;288;358,9;2019-11-13;413;-30,27%;-27,36%;2020-11-11;45
Vueling;45;2021-11-11;353;357,4;2019-11-14;480;-26,46%;-27,31%;2020-11-12;55
Vueling;45;2021-11-12;401;353,9;2019-11-15;585;-31,45%;-28,06%;2020-11-13;93
Vueling;45;2021-11-13;280;345,7;2019-11-16;430;-34,88%;-29,38%;2020-11-14;69
Vueling;45;2021-11-14;417;344,4;2019-11-17;562;-25,80%;-29,65%;2020-11-15;103
Vueling;46;2021-11-15;375;340,9;2019-11-18;538;-30,30%;-30,15%;2020-11-16;85
Vueling;46;2021-11-16;287;343;2019-11-19;399;-28,07%;-29,53%;2020-11-17;47
Vueling;46;2021-11-17;276;341,3;2019-11-20;407;-32,19%;-29,76%;2020-11-18;31
Vueling;46;2021-11-18;353;341,3;2019-11-21;481;-26,61%;-29,78%;2020-11-19;51
Vueling;46;2021-11-19;424;344,6;2019-11-22;576;-26,39%;-28,91%;2020-11-20;84
Vueling;46;2021-11-20;298;347,1;2019-11-23;414;-28,02%;-28,04%;2020-11-21;66
